amazing : amazingly = apparent : apparently -> ['frustratingly', 'laughably', 'hilariously', 'horrifically', 'pathetically']
amazing : amazingly = calm : calmly -> ['calm', 'cautiously', 'predictably', 'rhythmically', 'harmonically']
amazing : amazingly = cheerful : cheerfully -> ['sonically', 'cognitively', 'rhythmically', 'wickedly', 'philosophically']
amazing : amazingly = complete : completely -> ['complete', 'ritually', 'psychically', 'commendably', 'perceptually']
amazing : amazingly = efficient : efficiently -> ['cognitively', 'tactically', 'aerodynamically', 'neurologically', 'thermally']
amazing : amazingly = fortunate : fortunately -> ['lethally', 'amazingly', 'horrifically', 'wickedly', 'cognitively']
amazing : amazingly = free : freely -> ['free', 'psychically', 'determinedly', 'commendably', 'monetarily']
amazing : amazingly = furious : furiously -> ['ferociously', 'gloriously', 'horrifically', 'sweetly', 'furious']
amazing : amazingly = happy : happily -> ['hilariously', 'amazingly', 'blissfully', 'pathetically', 'laughably']
amazing : amazingly = immediate : immediately -> ['immediate', 'developmentally', 'perceptually', 'directionally', 'cognitively']
amazing : amazingly = infrequent : infrequently -> ['lethally', 'minorly', 'metabolically', 'perceptually', 'tactically']
amazing : amazingly = lucky : luckily -> ['amazingly', 'horrifically', 'hilariously', 'lethally', 'pathetically']
amazing : amazingly = most : mostly -> ['most', 'stunningly', 'supremely', 'hauntingly', 'eminently']
amazing : amazingly = obvious : obviously -> ['laughably', 'hilariously', 'obnoxiously', 'needlessly', 'wickedly']
amazing : amazingly = occasional : occasionally -> ['lethally', 'catalytically', 'monumentally', 'supernaturally', 'hilariously']
amazing : amazingly = possible : possibly -> ['possible', 'monumentally', 'laughably', 'lethally', 'hilariously']
amazing : amazingly = precise : precisely -> ['perceptually', 'cognitively', 'tactically', 'scrupulously', 'physiologically']
amazing : amazingly = professional : professionally -> ['professional', 'exuberantly', 'lethally', 'commendably', 'marvelously']
amazing : amazingly = quick : quickly -> ['quick', 'amazingly', 'hilariously', 'pathetically', 'dreadfully']
amazing : amazingly = quiet : quietly -> ['commendably', 'sweetly', 'amazingly', 'pleasantly', 'gloriously']
amazing : amazingly = rapid : rapidly -> ['rapid', 'tactically', 'thermally', 'energetically', 'rotationally']
amazing : amazingly = rare : rarely -> ['lethally', 'pleasantly', 'frustratingly', 'wickedly', 'sweetly']
amazing : amazingly = reluctant : reluctantly -> ['reluctant', 'hilariously', 'supernaturally', 'amazingly', 'wickedly']
amazing : amazingly = safe : safely -> ['safe', 'precariously', 'determinedly', 'commendably', 'irresistibly']
amazing : amazingly = serious : seriously -> ['serious', 'lethally', 'hilariously', 'acutely', 'perceptually']
amazing : amazingly = slow : slowly -> ['psychically', 'rhythmically', 'unpredictably', 'predictably', 'purposefully']
amazing : amazingly = sudden : suddenly -> ['needlessly', 'irresistibly', 'lethally', 'hilariously', 'hideously']
amazing : amazingly = swift : swiftly -> ['swift', 'amazingly', 'horrifically', 'pathetically', 'unconstitutionally']
amazing : amazingly = typical : typically -> ['typical', 'monumentally', 'stunningly', 'exaggeratedly', 'lethally']
amazing : amazingly = unfortunate : unfortunately -> ['wickedly', 'hilariously', 'lethally', 'obnoxiously', 'amazingly']
amazing : amazingly = usual : usually -> ['usual', 'lethally', 'unfailingly', 'monumentally', 'hilariously']
apparent : apparently = calm : calmly -> ['calm', 'apparently', 'sadly', 'regrettably', 'evidently']
apparent : apparently = cheerful : cheerfully -> ['apparently', 'sonically', 'evidently', 'melodically', 'bizarrely']
apparent : apparently = complete : completely -> ['complete', 'apparently', 'reputedly', 'seemingly', 'evidently']
apparent : apparently = efficient : efficiently -> ['apparently', 'ergonomically', 'analytically', 'institutionally', 'archaeologically']
apparent : apparently = fortunate : fortunately -> ['apparently', 'fortunate', 'evidently', 'reputedly', 'presumably']
apparent : apparently = free : freely -> ['free', 'apparently', 'evidently', 'reputedly', 'supposedly']
apparent : apparently = furious : furiously -> ['apparently', 'furious', 'evidently', 'defiantly', 'tearfully']
apparent : apparently = happy : happily -> ['apparently', 'happy', 'evidently', 'seemingly', 'thankfully']
apparent : apparently = immediate : immediately -> ['apparently', 'evidently', 'purportedly', 'wilfully', 'undoubtedly']
apparent : apparently = infrequent : infrequently -> ['apparently', 'evidently', 'perversely', 'questionably', 'bizarrely']
apparent : apparently = lucky : luckily -> ['apparently', 'lucky', 'evidently', 'unhappily', 'seemingly']
apparent : apparently = most : mostly -> ['most', 'apparently', 'eminently', 'evidently', 'marvelously']
apparent : apparently = obvious : obviously -> ['apparently', 'evidently', 'obviously', 'understandably', 'manifestly']
apparent : apparently = occasional : occasionally -> ['apparently', 'evidently', 'purportedly', 'scarcely', 'imminently']
apparent : apparently = possible : possibly -> ['apparently', 'evidently', 'apparantly', 'thankfully', 'aparently']
apparent : apparently = precise : precisely -> ['apparently', 'evidently', 'verifiably', 'rightfully', 'syntactically']
apparent : apparently = professional : professionally -> ['professional', 'apparently', 'apparantly', 'operationally', 'evidently']
apparent : apparently = quick : quickly -> ['apparently', 'evidently', 'quick', 'thankfully', 'handedly']
apparent : apparently = quiet : quietly -> ['apparently', 'evidently', 'quiet', 'mightily', 'reputedly']
apparent : apparently = rapid : rapidly -> ['apparently', 'evidently', 'institutionally', 'callously', 'curiously']
apparent : apparently = rare : rarely -> ['apparently', 'rare', 'evidently', 'curiously', 'bizarrely']
apparent : apparently = reluctant : reluctantly -> ['apparently', 'reluctant', 'evidently', 'reputedly', 'apparantly']
apparent : apparently = safe : safely -> ['safe', 'apparently', 'evidently', 'apparantly', 'handedly']
apparent : apparently = serious : seriously -> ['apparently', 'evidently', 'apparantly', 'perversely', 'neurologically']
apparent : apparently = slow : slowly -> ['slow', 'apparently', 'reputedly', 'recklessly', 'evidently']
apparent : apparently = sudden : suddenly -> ['apparently', 'irretrievably', 'evidently', 'wilfully', 'irrevocably']
apparent : apparently = swift : swiftly -> ['apparently', 'swift', 'quitely', 'evidently', 'powderly']
apparent : apparently = typical : typically -> ['apparently', 'evidently', 'typical', 'obviously', 'arguably']
apparent : apparently = unfortunate : unfortunately -> ['apparently', 'evidently', 'regrettably', 'apparantly', 'ironically']
apparent : apparently = usual : usually -> ['apparently', 'evidently', 'usual', 'undoubtedly', 'obviously']
apparent : apparently = amazing : amazingly -> ['apparently', 'amazing', 'evidently', 'reputedly', 'regrettably']
calm : calmly = cheerful : cheerfully -> ['calmly', 'rashly', 'cleverly', 'wisely', 'grimly']
calm : calmly = complete : completely -> ['complete', 'calmly', 'completes', 'covertly', 'systematically']
calm : calmly = efficient : efficiently -> ['efficient', 'efficiently', 'profitably', 'wisely', 'succinctly']
calm : calmly = fortunate : fortunately -> ['fortunate', 'calmly', 'foolishly', 'rashly', 'cleverly']
calm : calmly = free : freely -> ['free', 'calmly', 'willingly', 'covertly', 'foolishly']
calm : calmly = furious : furiously -> ['furious', 'calmly', 'foolishly', 'angrily', 'rashly']
calm : calmly = happy : happily -> ['happy', 'calmly', 'foolishly', 'rashly', 'happily']
calm : calmly = immediate : immediately -> ['immediate', 'calmly', 'wisely', 'unlawfully', 'solemnly']
calm : calmly = infrequent : infrequently -> ['infrequent', 'calmly', 'wisely', 'infrequently', 'recklessly']
calm : calmly = lucky : luckily -> ['lucky', 'calmly', 'cleverly', 'foolishly', 'unhappily']
calm : calmly = most : mostly -> ['most', 'grimly', 'superbly', 'endlessly', 'approvingly']
calm : calmly = obvious : obviously -> ['obvious', 'calmly', 'rashly', 'cleverly', 'foolishly']
