banana : bananas = bird : birds -> ['bird', 'birds', 'seabirds', 'waterfowl', 'songbirds']
banana : bananas = bottle : bottles -> ['bottle', 'bottles', 'jugs', 'cans', 'corks']
banana : bananas = building : buildings -> ['building', 'buildings', 'edifice', 'highrises', 'rowhouses']
banana : bananas = car : cars -> ['car', 'cars', 'suv', 'truck', 'motorbikes']
banana : bananas = cat : cats -> ['cat', 'cats', 'dogs', 'rabbits', 'dog']
banana : bananas = child : children -> ['child', 'children', 'babies', 'promiscuity', 'infant']
banana : bananas = cloud : clouds -> ['cloud', 'clouds', 'stratocumulus', 'altocumulus', 'aerosols']
banana : bananas = color : colors -> ['color', 'colour', 'colors', 'tints', 'hues']
banana : bananas = computer : computers -> ['computer', 'computers', 'laptops', 'microcomputers', 'vcrs']
banana : bananas = cow : cows -> ['cow', 'cows', 'chickens', 'sheep', 'goat']
banana : bananas = dog : dogs -> ['dog', 'dogs', 'ferrets', 'donkeys', 'puppies']
banana : bananas = dollar : dollars -> ['dollar', 'dollars', 'rupees', 'pesos', 'euros']
banana : bananas = donkey : donkeys -> ['donkey', 'bananas', 'donkeys', 'konga', 'frogger']
banana : bananas = dream : dreams -> ['dream', 'dreams', 'dreaming', 'nightmares', 'dreamed']
banana : bananas = eagle : eagles -> ['eagle', 'osprey', 'falcon', 'eagles', 'aquila']
banana : bananas = elephant : elephants -> ['elephant', 'elephants', 'rhinoceros', 'rhinoceroses', 'giraffes']
banana : bananas = eye : eyes -> ['eye', 'eyes', 'ear', 'eyeballs', 'gaze']
banana : bananas = finger : fingers -> ['finger', 'fingers', 'toes', 'fingertips', 'nails']
banana : bananas = goat : goats -> ['goat', 'goats', 'sheep', 'alpacas', 'yaks']
banana : bananas = hand : hands -> ['hand', 'fingertips', 'fingers', 'pencils', 'victuals']
banana : bananas = horse : horses -> ['horse', 'horses', 'donkeys', 'camels', 'thoroughbreds']
banana : bananas = lion : lions -> ['lion', 'leopard', 'gazelles', 'elephants', 'boar']
banana : bananas = machine : machines -> ['machine', 'machines', 'mortars', 'lathes', 'machine-guns']
banana : bananas = mango : mangoes -> ['bananas', 'mango', 'mangoes', 'pineapples', 'melons']
banana : bananas = man : men -> ['man', 'woman', 'men', 'niggers', 'dudes']
banana : bananas = melon : melons -> ['melon', 'bananas', 'melons', 'apricots', 'avocados']
banana : bananas = monkey : monkeys -> ['monkey', 'monkeys', 'bananas', 'rabbits', 'gerbils']
banana : bananas = mouse : mice -> ['mouse', 'mice', 'rabbits', 'rodents', 'gerbils']
banana : bananas = onion : onions -> ['onion', 'bananas', 'apricots', 'onions', 'watermelons']
banana : bananas = pear : pears -> ['pear', 'bananas', 'pomegranates', 'mangoes', 'apricots']
banana : bananas = pig : pigs -> ['pig', 'pigs', 'bananas', 'chickens', 'rabbits']
banana : bananas = pineapple : pineapples -> ['bananas', 'pineapple', 'mangoes', 'watermelons', 'pineapples']
banana : bananas = rat : rats -> ['rat', 'rats', 'rattus', 'rabbits', 'monkeys']
banana : bananas = road : roads -> ['road', 'roads', 'highway', 'rd', 'freeway']
banana : bananas = snake : snakes -> ['snake', 'snakes', 'rattlesnakes', 'cottonmouth', 'rhinoceroses']
banana : bananas = woman : women -> ['woman', 'girl', 'man', 'teenager', 'frenchwoman']
bird : birds = bottle : bottles -> ['bottle', 'bottles', 'corks', 'flasks', 'canisters']
bird : birds = building : buildings -> ['building', 'buildings', 'highrises', 'rowhouses', 'high-rises']
bird : birds = car : cars -> ['car', 'cars', 'vehicles', 'motorcycles', 'minivans']
bird : birds = cat : cats -> ['cat', 'cats', 'birds', 'rabbits', 'ferrets']
bird : birds = child : children -> ['child', 'children', 'babies', 'kittens', 'infants']
bird : birds = cloud : clouds -> ['cloud', 'clouds', 'stratocumulus', 'magellanic', 'cumulonimbus']
bird : birds = color : colors -> ['color', 'colour', 'colors', 'tints', 'colouration']
bird : birds = computer : computers -> ['computer', 'computers', 'microcomputers', 'workstations', 'pcs']
bird : birds = cow : cows -> ['cow', 'cows', 'chickens', 'goats', 'pigs']
bird : birds = dog : dogs -> ['dogs', 'dog', 'cats', 'ferrets', 'rabbits']
bird : birds = dollar : dollars -> ['dollar', 'dollars', 'pesos', 'rupees', 'rupee']
bird : birds = donkey : donkeys -> ['donkey', 'birds', 'donkeys', 'rabbits', 'turkeys']
bird : birds = dream : dreams -> ['dream', 'dreams', 'terrors', 'dreaming', 'fantasies']
bird : birds = eagle : eagles -> ['eagle', 'otters', 'birds', 'merlins', 'hares']
bird : birds = elephant : elephants -> ['elephant', 'elephants', 'giraffes', 'birds', 'rhinoceroses']
bird : birds = eye : eyes -> ['eye', 'ear', 'birds', 'eyes', 'warts']
bird : birds = finger : fingers -> ['finger', 'fingers', 'toes', 'incisors', 'flagella']
bird : birds = goat : goats -> ['goat', 'goats', 'alpacas', 'yaks', 'zebu']
bird : birds = hand : hands -> ['hand', 'andalites', 'equines', 'tugging', 'lightsabers']
bird : birds = horse : horses -> ['horse', 'horses', 'donkeys', 'camels', 'ponies']
bird : birds = lion : lions -> ['lion', 'gazelles', 'giraffes', 'lions', 'hyenas']
bird : birds = machine : machines -> ['machine', 'machines', 'lathes', 'mortars', 'assemblers']
bird : birds = mango : mangoes -> ['mango', 'mangoes', 'blueberries', 'guava', 'melons']
bird : birds = man : men -> ['man', 'woman', 'cannibals', 'men', 'brutes']
bird : birds = melon : melons -> ['melon', 'melons', 'persimmons', 'blackberries', 'guavas']
bird : birds = monkey : monkeys -> ['monkey', 'monkeys', 'geckos', 'shrews', 'hedgehogs']
bird : birds = mouse : mice -> ['mouse', 'mice', 'rabbits', 'skunks', 'rodents']
bird : birds = onion : onions -> ['onion', 'onions', 'radishes', 'melons', 'anchovies']
bird : birds = pear : pears -> ['pear', 'succulents', 'mangosteen', 'cacti', 'azaleas']
bird : birds = pig : pigs -> ['pig', 'pigs', 'rabbits', 'fowls', 'turkeys']
bird : birds = pineapple : pineapples -> ['pineapple', 'blueberries', 'cherries', 'strawberries', 'melons']
bird : birds = rat : rats -> ['rat', 'rats', 'rattus', 'shrews', 'monkeys']
bird : birds = road : roads -> ['road', 'roads', 'rd', 'motorways', 'roadways']
bird : birds = snake : snakes -> ['snake', 'snakes', 'rattlesnakes', 'salamanders', 'newts']
bird : birds = woman : women -> ['woman', 'girl', 'urbanites', 'noblewomen', 'women']
bird : birds = banana : bananas -> ['banana', 'yams', 'bananas', 'blueberries', 'pineapples']
bottle : bottles = building : buildings -> ['building', 'buildings', 'highrises', 'edifice', 'high-rises']
bottle : bottles = car : cars -> ['car', 'cars', 'vehicles', 'motorcycles', 'roadsters']
bottle : bottles = cat : cats -> ['cat', 'cats', 'dog', 'kittens', 'poodles']
bottle : bottles = child : children -> ['child', 'children', 'fetuses', 'babies', 'orphans']
bottle : bottles = cloud : clouds -> ['cloud', 'clouds', 'stratocumulus', 'auroras', 'monoliths']
bottle : bottles = color : colors -> ['color', 'colour', 'colors', 'tints', 'palettes']
bottle : bottles = computer : computers -> ['computer', 'computers', 'workstations', 'microcomputers', 'laptops']
bottle : bottles = cow : cows -> ['cow', 'cows', 'chickens', 'heifers', 'goat']
bottle : bottles = dog : dogs -> ['dog', 'dogs', 'puppies', 'donkeys', 'poodles']
bottle : bottles = dollar : dollars -> ['dollar', 'dollars', 'pesos', 'euros', 'rupees']
bottle : bottles = donkey : donkeys -> ['donkey', 'donkeys', 'konga', 'carts', 'yaks']
bottle : bottles = dream : dreams -> ['dream', 'dreams', 'visions', 'fantasies', 'nightmares']
bottle : bottles = eagle : eagles -> ['eagle', 'ansons', 'merlins', 'osprey', 'f-15']
bottle : bottles = elephant : elephants -> ['elephant', 'elephants', 'rhinoceros', 'rhinoceroses', 'yaks']
bottle : bottles = eye : eyes -> ['eye', 'eyes', 'ear', 'corneas', 'eyeballs']
bottle : bottles = finger : fingers -> ['finger', 'fingers', 'toes', 'nails', 'tendons']
bottle : bottles = goat : goats -> ['goat', 'goats', 'yaks', 'donkeys', 'zebu']
bottle : bottles = hand : hands -> ['hand', 'pencils', 'cleavers', 'dumbbells', 'trinkets']
bottle : bottles = horse : horses -> ['horse', 'horses', 'donkeys', 'racehorses', 'ponies']
bottle : bottles = lion : lions -> ['lion', 'leopard', 'gazelles', 'guardant', 'elephants']
bottle : bottles = machine : machines -> ['machine', 'machines', 'machine-guns', 'lathes', 'machineguns']
bottle : bottles = mango : mangoes -> ['mango', 'mangoes', 'guava', 'litchi', 'jackfruit']
