code : coding = dance : dancing -> ['dance', 'breakdancing', 'bhangra', 'improvisation', 'music']
code : coding = debug : debugging -> ['debug', 'coding', 'debugging', 'multi-threaded', 'post-processing']
code : coding = decrease : decreasing -> ['decrease', 'increase', 'decreasing', 'increases', 'decreases']
code : coding = describe : describing -> ['describe', 'characterize', 'define', 'visualize', 'explain']
code : coding = discover : discovering -> ['discover', 'uncover', 'discovering', 'discovers', 'realize']
code : coding = enhance : enhancing -> ['enhance', 'optimize', 'improve', 'enhancement', 'enhances']
code : coding = fly : flying -> ['fly', 'flies', 'float', 'glide', 'flying']
code : coding = generate : generating -> ['generate', 'coding', 'generates', 'generating', 'encode']
code : coding = go : going -> ['go', 'get', 'proceed', 'goes', 'skip']
code : coding = implement : implementing -> ['implement', 'coding', 'formulate', 'implementing', 'optimize']
code : coding = increase : increasing -> ['increase', 'decrease', 'increases', 'increasing', 'decreasing']
code : coding = invent : inventing -> ['invent', 'coding', 'devise', 'memetic', 'non-intuitive']
code : coding = jump : jumping -> ['jump', 'jumping', 'jumps', 'throw', 'coding']
code : coding = listen : listening -> ['listen', 'hear', 'listened', 'listening', 'respond']
code : coding = look : looking -> ['look', 'looked', 'looking', 'looks', 'coding']
code : coding = move : moving -> ['move', 'moving', 'moves', 'go', 'push']
code : coding = play : playing -> ['play', 'coding', 'playing', 'plays', 'pitch']
code : coding = predict : predicting -> ['predict', 'predicting', 'quantify', 'analyze', 'prediction']
code : coding = read : reading -> ['read', 'coding', 'write', 'reading', 'memorize']
code : coding = run : running -> ['run', 'running', 'coding', 'runs', 'ran']
code : coding = say : saying -> ['say', 'think', 'suppose', 'presume', 'believe']
code : coding = scream : screaming -> ['scream', 'screams', 'screaming', 'shriek', 'laugh']
code : coding = see : seeing -> ['see', 'explain', 'coding', 'understand', 'visualize']
code : coding = shuffle : shuffling -> ['shuffle', 'shuffling', 'coding', 'shuffles', 'wavetable']
code : coding = sing : singing -> ['sing', 'singing', 'listen', 'improvise', 'off-key']
code : coding = sit : sitting -> ['sit', 'sitting', 'sat', 'go', 'stand']
code : coding = slow : slowing -> ['slow', 'slowing', 'fast', 'sluggish', 'repetitive']
code : coding = swim : swimming -> ['swim', 'paddling', 'swims', 'swam', 'open-water']
code : coding = think : thinking -> ['think', 'suppose', 'guess', 'believe', 'say']
code : coding = vanish : vanishing -> ['vanish', 'disappear', 'vanishes', 'unobservable', 'discretization']
code : coding = walk : walking -> ['walk', 'walking', 'ride', 'climb', 'strolls']
code : coding = write : writing -> ['write', 'writing', 'coding', 'compose', 'publish']
dance : dancing = debug : debugging -> ['debug', 'debugging', 'dlls', 'debugger', 'scriptable']
dance : dancing = decrease : decreasing -> ['decrease', 'decreasing', 'increase', 'increases', 'decreased']
dance : dancing = describe : describing -> ['describe', 'portray', 'refer', 'characterize', 'referring']
dance : dancing = discover : discovering -> ['discover', 'discovers', 'discovering', 'reveals', 'uncover']
dance : dancing = enhance : enhancing -> ['enhance', 'enhancing', 'improve', 'enhances', 'heighten']
dance : dancing = fly : flying -> ['fly', 'flies', 'flying', 'hovering', 'swatting']
dance : dancing = generate : generating -> ['generate', 'generates', 'generating', 'produce', 'generated']
dance : dancing = go : going -> ['go', 'goes', 'going', 'wander', 'walk']
dance : dancing = implement : implementing -> ['implement', 'implementing', 'enforce', 'implemented', 'implementation']
dance : dancing = increase : increasing -> ['increase', 'decrease', 'increasing', 'increased', 'decreasing']
dance : dancing = invent : inventing -> ['invent', 'inventing', 'imitate', 'impress', 'introduce']
dance : dancing = jump : jumping -> ['jump', 'jumping', 'jumps', 'throw', 'leaping']
dance : dancing = listen : listening -> ['listen', 'hear', 'listened', 'greet', 'pretend']
dance : dancing = look : looking -> ['look', 'looked', 'looking', 'staring', 'looks']
dance : dancing = move : moving -> ['move', 'moving', 'moves', 'go', 'pull']
dance : dancing = play : playing -> ['play', 'playing', 'dancing', 'played', 'hide-and-seek']
dance : dancing = predict : predicting -> ['predict', 'predicting', 'quantify', 'predicts', 'simulate']
dance : dancing = read : reading -> ['read', 'reading', 'write', 'reread', 're-read']
dance : dancing = run : running -> ['run', 'running', 'runs', 'walk', 'ran']
dance : dancing = say : saying -> ['say', 'saying', 'presume', 'think', 'believe']
dance : dancing = scream : screaming -> ['scream', 'screaming', 'screams', 'crying', 'laughing']
dance : dancing = see : seeing -> ['see', 'seeing', 'remember', 'tell', 'imagine']
dance : dancing = shuffle : shuffling -> ['shuffle', 'shuffling', 'dancing', 'shuffles', 'strumming']
dance : dancing = sing : singing -> ['sing', 'singing', 'dancing', 'sings', 'sang']
dance : dancing = sit : sitting -> ['sit', 'sitting', 'sat', 'kneel', 'seated']
dance : dancing = slow : slowing -> ['slow', 'slowing', 'slowed', 'sluggish', 'fast']
dance : dancing = swim : swimming -> ['swim', 'swims', 'frolicking', 'swam', 'swimming']
dance : dancing = think : thinking -> ['think', 'suppose', 'guess', 'believe', 'beleive']
dance : dancing = vanish : vanishing -> ['vanish', 'disappear', 'vanishes', 'vanishing', 'magically']
dance : dancing = walk : walking -> ['walk', 'walking', 'strolls', 'walked', 'stroll']
dance : dancing = write : writing -> ['write', 'writing', 'read', 'publish', 'wrote']
dance : dancing = code : coding -> ['code', 'codes', 'tabulation', 'fips', 'self-modifying']
debug : debugging = decrease : decreasing -> ['decrease', 'increase', 'increases', 'reduction', 'decreased']
debug : debugging = describe : describing -> ['describe', 'characterize', 'refer', 'describing', 'define']
debug : debugging = discover : discovering -> ['discover', 'discovers', 'discovering', 'reveals', 'learns']
debug : debugging = enhance : enhancing -> ['enhance', 'enhancing', 'enhances', 'improve', 'enhancement']
debug : debugging = fly : flying -> ['fly', 'flies', 'flying', 'flew', 'taxiing']
debug : debugging = generate : generating -> ['generate', 'generates', 'generating', 'generated', 'produce']
debug : debugging = go : going -> ['go', 'goes', 'gone', 'went', 'going']
debug : debugging = implement : implementing -> ['implement', 'implementing', 'implementation', 'automating', 'prototyping']
debug : debugging = increase : increasing -> ['increase', 'decrease', 'increased', 'increases', 'increasing']
debug : debugging = invent : inventing -> ['invent', 'inventing', 'devise', 'devising', 'invention']
debug : debugging = jump : jumping -> ['jump', 'jumping', 'jumps', 'throw', 'f46']
debug : debugging = listen : listening -> ['listen', 'hear', 'listening', 'listened', 'listens']
debug : debugging = look : looking -> ['look', 'looked', 'looking', 'looks', 'glance']
debug : debugging = move : moving -> ['move', 'moving', 'moves', 'relocating', 'relocate']
debug : debugging = play : playing -> ['play', 'playing', 'plays', 'played', 'stickball']
debug : debugging = predict : predicting -> ['predict', 'predicting', 'prediction', 'forecasting', 'quantifying']
debug : debugging = read : reading -> ['read', 'reading', 'write', 're-read', 'writing']
debug : debugging = run : running -> ['run', 'running', 'ran', 'runs', 'operated']
debug : debugging = say : saying -> ['say', 'think', 'presume', 'suppose', 'believe']
debug : debugging = scream : screaming -> ['scream', 'screams', 'shriek', 'screaming', 'cries']
debug : debugging = see : seeing -> ['see', 'think', 'remember', 'know', 'wondering']
debug : debugging = shuffle : shuffling -> ['shuffle', 'shuffling', 'shuffles', 'craps', 'riffing']
debug : debugging = sing : singing -> ['sing', 'singing', 'sings', 'sang', 'sung']
debug : debugging = sit : sitting -> ['sit', 'sitting', 'sat', 'stand', 'kneel']
debug : debugging = slow : slowing -> ['slow', 'slowing', 'slowed', 'fast', 'slows']
debug : debugging = swim : swimming -> ['swim', 'swims', 'swam', 'paddling', 'swimming']
debug : debugging = think : thinking -> ['think', 'suppose', 'believe', 'guess', 'beleive']
debug : debugging = vanish : vanishing -> ['vanish', 'disappear', 'vanishes', 'positive-definite', 'disappears']
debug : debugging = walk : walking -> ['walk', 'walking', 'stroll', 'walks', 'walked']
debug : debugging = write : writing -> ['write', 'writing', 'wrote', 'compose', 'publish']
debug : debugging = code : coding -> ['code', 'codes', 'debugging', 'tabulation', 'self-modifying']
debug : debugging = dance : dancing -> ['dance', 'dances', 'dancing', 'music', 'breakdancing']
decrease : decreasing = describe : describing -> ['describe', 'define', 'describing', 'refer', 'characterize']
decrease : decreasing = discover : discovering -> ['discover', 'discovers', 'discovering', 'learns', 'reveals']
decrease : decreasing = enhance : enhancing -> ['enhance', 'enhancing', 'improve', 'enhances', 'improving']
decrease : decreasing = fly : flying -> ['fly', 'flies', 'flying', 'paragliders', 'taxied']
decrease : decreasing = generate : generating -> ['generate', 'generates', 'generating', 'generated', 'decreasing']
