decrease : decreases = describe : describes -> ['describe', 'describes', 'define', 'characterize', 'describing']
decrease : decreases = eat : eats -> ['eat', 'eats', 'ate', 'consume', 'eaten']
decrease : decreases = enhance : enhances -> ['enhance', 'enhances', 'improves', 'enhancing', 'improve']
decrease : decreases = estimate : estimates -> ['estimate', 'estimates', 'estimating', 'estimations', 'calculate']
decrease : decreases = find : finds -> ['find', 'finds', 'locate', 'finding', 'discover']
decrease : decreases = generate : generates -> ['generate', 'generates', 'generated', 'creates', 'time-varying']
decrease : decreases = go : goes -> ['go', 'goes', 'went', 'gone', 'proceed']
decrease : decreases = implement : implements -> ['implement', 'implementing', 'implements', 'implementation', 'back-end']
decrease : decreases = increase : increases -> ['decreases', 'increases', 'increase', 'increasing', 'decreasing']
decrease : decreases = listen : listens -> ['listen', 'listens', 'hear', 'listened', 'tell']
decrease : decreases = play : plays -> ['play', 'playing', 'played', 'plays', 'hide-and-seek']
decrease : decreases = predict : predicts -> ['predict', 'calculate', 'determines', 'predicts', 'predicting']
decrease : decreases = provide : provides -> ['provide', 'provides', 'providing', 'provided', 'furnishes']
decrease : decreases = say : says -> ['say', 'says', 'think', 'suppose', 'presume']
decrease : decreases = scream : screams -> ['scream', 'screams', 'shouts', 'shriek', 'screamed']
decrease : decreases = search : searches -> ['search', 'searches', 'searching', 'breadth-first', 'google']
decrease : decreases = see : sees -> ['see', 'know', 'tell', 'remember', 'sees']
decrease : decreases = shuffle : shuffles -> ['shuffle', 'shuffles', 'rotates', 'spacebar', 'bounces']
decrease : decreases = sing : sings -> ['sing', 'sings', 'sang', 'singing', 'sung']
decrease : decreases = sit : sits -> ['sit', 'sat', 'sits', 'sitting', 'stays']
decrease : decreases = slow : slows -> ['slow', 'slows', 'fast', 'slowed', 'slowing']
decrease : decreases = speak : speaks -> ['speak', 'speaks', 'spoke', 'speaking', 'fluently']
decrease : decreases = swim : swims -> ['swim', 'swims', 'swam', 'paddling', 'swimming']
decrease : decreases = talk : talks -> ['talk', 'mid-class', 'start-class', 'no-class', 'low-class']
decrease : decreases = think : thinks -> ['think', 'suppose', 'guess', 'presume', 'reckon']
decrease : decreases = vanish : vanishes -> ['vanish', 'vanishes', 'disappears', 'disappear', 'shrinks']
decrease : decreases = walk : walks -> ['walk', 'walked', 'walking', 'strolls', 'walks']
decrease : decreases = work : works -> ['work', 'works', 'working', 'worked', 'labors']
decrease : decreases = write : writes -> ['write', 'wrote', 'writes', 'read', 'writing']
describe : describes = eat : eats -> ['eats', 'eat', 'ate', 'eating', 'consumes']
describe : describes = enhance : enhances -> ['enhances', 'enhance', 'improves', 'enhancing', 'facilitates']
describe : describes = estimate : estimates -> ['estimate', 'estimates', 'estimating', 'calculates', 'describes']
describe : describes = find : finds -> ['find', 'finds', 'sees', 'reveals', 'finding']
describe : describes = generate : generates -> ['generates', 'generate', 'creates', 'produces', 'generated']
describe : describes = go : goes -> ['go', 'goes', 'wanders', 'sends', 'sneaks']
describe : describes = implement : implements -> ['implement', 'implementing', 'implements', 'implementation', 'supports']
describe : describes = increase : increases -> ['increases', 'increase', 'decreases', 'increased', 'reduces']
describe : describes = listen : listens -> ['listen', 'listens', 'praises', 'sees', 'attentively']
describe : describes = play : plays -> ['play', 'plays', 'playing', 'played', 'two-act']
describe : describes = predict : predicts -> ['predicts', 'describes', 'predict', 'predicting', 'examines']
describe : describes = provide : provides -> ['provides', 'provide', 'providing', 'offers', 'provided']
describe : describes = say : says -> ['says', 'say', 'thinks', 'saying', 'asserts']
describe : describes = scream : screams -> ['scream', 'screams', 'shouts', 'roars', 'shriek']
describe : describes = search : searches -> ['search', 'searches', 'searching', 'google', 'seach']
describe : describes = see : sees -> ['see', 'describes', 'sees', 'illustrates', 'discusses']
describe : describes = shuffle : shuffles -> ['shuffle', 'shuffles', 'croupier', 'describes', 'replaces']
describe : describes = sing : sings -> ['sing', 'sings', 'sang', 'singing', 'praises']
describe : describes = sit : sits -> ['sit', 'sat', 'sits', 'sitting', 'stood']
describe : describes = slow : slows -> ['slow', 'slows', 'fast', 'slowing', 'slowed']
describe : describes = speak : speaks -> ['speaks', 'speak', 'spoke', 'speaking', 'writes']
describe : describes = swim : swims -> ['swim', 'swims', 'swam', 'swimming', 'paddling']
describe : describes = talk : talks -> ['talk', 'start-class', 'no-class', 'stub-class', 'mid-class']
describe : describes = think : thinks -> ['think', 'says', 'thinks', 'suppose', 'acknowledges']
describe : describes = vanish : vanishes -> ['vanish', 'vanishes', 'disappears', 'collapses', 'recovers']
describe : describes = walk : walks -> ['walk', 'walks', 'strolls', 'walking', 'walked']
describe : describes = work : works -> ['work', 'works', 'working', 'labors', 'job']
describe : describes = write : writes -> ['write', 'writes', 'wrote', 'writing', 'describes']
describe : describes = decrease : decreases -> ['increases', 'decreases', 'decrease', 'reduces', 'lowers']
eat : eats = enhance : enhances -> ['enhance', 'enhances', 'improves', 'enhancing', 'improve']
eat : eats = estimate : estimates -> ['estimate', 'estimating', 'estimates', 'calculates', 'estimation']
eat : eats = find : finds -> ['find', 'finds', 'finding', 'reveals', 'locates']
eat : eats = generate : generates -> ['generates', 'generate', 'creates', 'generated', 'generating']
eat : eats = go : goes -> ['goes', 'go', 'wanders', 'sneaks', 'sends']
eat : eats = implement : implements -> ['implement', 'implementing', 'implements', 'executes', 'implementation']
eat : eats = increase : increases -> ['increase', 'increases', 'increasing', 'increased', 'decrease']
eat : eats = listen : listens -> ['listens', 'listen', 'responds', 'instructs', 'sends']
eat : eats = play : plays -> ['play', 'plays', 'played', 'playing', 'two-act']
eat : eats = predict : predicts -> ['predict', 'predicts', 'predicting', 'calculates', 'analyzes']
eat : eats = provide : provides -> ['provides', 'provide', 'providing', 'creates', 'provided']
eat : eats = say : says -> ['say', 'says', 'thinks', 'think', 'saying']
eat : eats = scream : screams -> ['scream', 'screams', 'shriek', 'utters', 'jailbird']
eat : eats = search : searches -> ['search', 'searches', 'searching', 'seach', 'google']
eat : eats = see : sees -> ['see', 'sees', 'explains', 'illustrates', 'demonstrates']
eat : eats = shuffle : shuffles -> ['shuffle', 'shuffles', 'shuffling', 'flips', 'slinky']
eat : eats = sing : sings -> ['sing', 'sings', 'sang', 'singing', 'chorus']
eat : eats = sit : sits -> ['sit', 'sits', 'sat', 'sitting', 'hangs']
eat : eats = slow : slows -> ['slow', 'slows', 'slowing', 'fast', 'slowed']
eat : eats = speak : speaks -> ['speaks', 'speak', 'spoke', 'speaking', 'fluently']
eat : eats = swim : swims -> ['swim', 'swims', 'swam', 'swimming', 'drowns']
eat : eats = talk : talks -> ['talk', 'mid-class', 'no-class', 'contribs', 'start-class']
eat : eats = think : thinks -> ['think', 'thinks', 'suppose', 'guess', 'says']
eat : eats = vanish : vanishes -> ['vanish', 'vanishes', 'disappears', 'transforms', 'recovers']
eat : eats = walk : walks -> ['walk', 'walks', 'wanders', 'walking', 'walked']
eat : eats = work : works -> ['work', 'works', 'working', 'job', 'researches']
eat : eats = write : writes -> ['write', 'writes', 'wrote', 'writing', 'reads']
eat : eats = decrease : decreases -> ['decrease', 'increases', 'decreases', 'reduces', 'decreasing']
eat : eats = describe : describes -> ['describe', 'describes', 'describing', 'relates', 'discusses']
enhance : enhances = estimate : estimates -> ['estimate', 'estimates', 'estimating', 'estimation', 'calculates']
enhance : enhances = find : finds -> ['find', 'finds', 'finding', 'reveals', 'discovers']
enhance : enhances = generate : generates -> ['generates', 'generate', 'generated', 'creates', 'produces']
enhance : enhances = go : goes -> ['go', 'goes', 'gone', 'pushes', 'wanders']
enhance : enhances = implement : implements -> ['implement', 'implementing', 'implements', 'implementation', 'enforces']
enhance : enhances = increase : increases -> ['increases', 'decreases', 'increase', 'reduces', 'decrease']
enhance : enhances = listen : listens -> ['listen', 'listens', 'hear', 'excites', 'reminds']
enhance : enhances = play : plays -> ['play', 'playing', 'played', 'plays', 'charades']
enhance : enhances = predict : predicts -> ['predict', 'predicts', 'predicting', 'predicted', 'determines']
enhance : enhances = provide : provides -> ['provides', 'provide', 'providing', 'provided', 'affords']
enhance : enhances = say : says -> ['say', 'says', 'think', 'presume', 'saying']
enhance : enhances = scream : screams -> ['scream', 'screams', 'shriek', 'shouts', 'screaming']
enhance : enhances = search : searches -> ['search', 'searches', 'searching', 'google', 'breadth-first']
enhance : enhances = see : sees -> ['see', 'illustrates', 'demonstrates', 'sees', 'think']
enhance : enhances = shuffle : shuffles -> ['shuffle', 'shuffles', 'shuffling', 'vibrates', 'toggles']
enhance : enhances = sing : sings -> ['sing', 'sings', 'sang', 'singing', 'sung']
enhance : enhances = sit : sits -> ['sit', 'sat', 'sits', 'sitting', 'stood']
enhance : enhances = slow : slows -> ['slow', 'slows', 'slowing', 'slowed', 'fast']
enhance : enhances = speak : speaks -> ['speak', 'speaks', 'spoke', 'speaking', 'fluently']
enhance : enhances = swim : swims -> ['swim', 'swims', 'swam', 'surfs', 'sharptooth']
enhance : enhances = talk : talks -> ['talk', 'no-class', 'stub-class', 'unassessed-class', 'start-class']
enhance : enhances = think : thinks -> ['think', 'suppose', 'guess', 'believe', 'presume']
enhance : enhances = vanish : vanishes -> ['vanish', 'vanishes', 'disappears', 'disappear', 'r-modules']
enhance : enhances = walk : walks -> ['walk', 'walked', 'walking', 'walks', 'strolls']
enhance : enhances = work : works -> ['work', 'works', 'working', 'labors', 'labours']
enhance : enhances = write : writes -> ['write', 'writes', 'wrote', 'writing', 'read']
enhance : enhances = decrease : decreases -> ['decrease', 'increases', 'decreases', 'reduces', 'decreased']
enhance : enhances = describe : describes -> ['describe', 'describes', 'describing', 'characterizes', 'discusses']
enhance : enhances = eat : eats -> ['eat', 'eats', 'ate', 'consumes', 'eating']
estimate : estimates = find : finds -> ['find', 'finds', 'finding', 'locate', 'searches']
estimate : estimates = generate : generates -> ['generate', 'generates', 'generated', 'generating', 'indexes']
estimate : estimates = go : goes -> ['go', 'goes', 'gone', 'went', 'going']
estimate : estimates = implement : implements -> ['implement', 'implementing', 'implements', 'implemented', 'implementation']
estimate : estimates = increase : increases -> ['increase', 'decrease', 'increases', 'increasing', 'increased']
estimate : estimates = listen : listens -> ['listen', 'listened', 'listens', 'hear', 'replies']
estimate : estimates = play : plays -> ['play', 'playing', 'plays', 'played', 'players']
estimate : estimates = predict : predicts -> ['predict', 'predicts', 'predictions', 'predicting', 'predicted']
estimate : estimates = provide : provides -> ['provide', 'providing', 'provides', 'provided', 'services']
