code : coding = dance : dancing -> ['breakdancing', 'beatboxing', 'clowning', 'dancing', 'fingerpicking']
code : coding = debug : debugging -> ['debugging', 'graphing', 'transcoding', 'troubleshooting', 'decoding']
code : coding = decrease : decreasing -> ['increase', 'lessening', 'maximizing', 'clotting', 'quantifying']
code : coding = describe : describing -> ['characterizing', 'visualizing', 'characterising', 'characterize', 'elucidating']
code : coding = discover : discovering -> ['discovering', 'deducing', 'uncover', 'visualizing', 'unearths']
code : coding = enhance : enhancing -> ['enhancing', 'optimize', 'maximizing', 'optimising', 'leveraging']
code : coding = fly : flying -> ['abseiling', 'flying', 'gliding', 'pedalling', 'hybridizing']
code : coding = generate : generating -> ['synthesizing', 'amplifying', 'generating', 'quantifying', 'ionizing']
code : coding = go : going -> ['delving', 'latching', 'sifting', 'cramming', 'barging']
code : coding = implement : implementing -> ['implementing', 'fine-tune', 'automating', 'optimising', 'calibrating']
code : coding = increase : increasing -> ['decrease', 'boosting', 'maximizing', 'lessening', 'enhancing']
code : coding = invent : inventing -> ['inventing', 'fine-tune', 'synthesizing', 'customizing', 'calibrating']
code : coding = jump : jumping -> ['jumping', 'sprinting', 'latching', 'jumps', 'zooming']
code : coding = listen : listening -> ['listening', 'chatting', 'syncing', 'synching', 'listened']
code : coding = look : looking -> ['looking', 'glancing', 'sifting', 'looked', 'delving']
code : coding = move : moving -> ['moving', 'shifting', 'transwikiing', 'moves', 'retargeting']
code : coding = play : playing -> ['playing', 'strumming', 'soloing', 'storyboarding', 'plays']
code : coding = predict : predicting -> ['predicting', 'quantifying', 'estimating', 'visualizing', 'quantify']
code : coding = read : reading -> ['perusing', 'rereading', 'generalising', 'memorizing', 'collating']
code : coding = run : running -> ['booting', 'pedaling', 'running', 'porting', 'withing']
code : coding = say : saying -> ['intimating', 'hypothesizing', 'quipping', 'postulating', 'someting']
code : coding = scream : screaming -> ['grunting', 'moaning', 'shrieking', 'panting', 'sneezing']
code : coding = see : seeing -> ['obfuscating', 'generalising', 'seeing', 'visualising', 'visualizing']
code : coding = shuffle : shuffling -> ['shuffling', 'mashing', 'squaring', 'syncing', 'stacking']
code : coding = sing : singing -> ['miming', 'vocalizing', 'singing', 'rapping', 'duetting']
code : coding = sit : sitting -> ['poring', 'cramming', 'abseiling', 'lounging', 'strutting']
code : coding = slow : slowing -> ['slowing', 'amplifying', 'retarding', 'fine-tune', 'calming']
code : coding = swim : swimming -> ['paddling', 'swimming', 'abseiling', 'kayaking', 'snorkeling']
code : coding = think : thinking -> ['generalising', 'hypothesizing', 'reckon', "''think''", 'inferring']
code : coding = vanish : vanishing -> ['disappear', 'oscillate', 'degenerating', 'regressing', 'mutating']
code : coding = walk : walking -> ['abseiling', 'pedaling', 'paddling', 'strutting', 'walking']
code : coding = write : writing -> ['annotating', 'collating', 'notating', 'memorizing', 'authoring']
dance : dancing = debug : debugging -> ['debugging', 'calendaring', 'graphing', 'troubleshooting', 'configuring']
dance : dancing = decrease : decreasing -> ['increase', 'decreasing', 'decreases', 'increases', 'lessening']
dance : dancing = describe : describing -> ['describing', 'characterizing', 'characterize', 'depict', 'picturing']
dance : dancing = discover : discovering -> ['discovering', 'discovers', 'uncover', 'unearths', 'confiding']
dance : dancing = enhance : enhancing -> ['enhancing', 'heighten', 'maximising', 'optimise', 'impairing']
dance : dancing = fly : flying -> ['flying', 'flies', 'hovering', 'piloting', 'flew']
dance : dancing = generate : generating -> ['generates', 'generating', 'exuding', 'maximizing', 'maximising']
dance : dancing = go : going -> ['goes', 'going', 'rummaging', 'eloping', 'gone']
dance : dancing = implement : implementing -> ['implementing', 'automating', 'harmonising', 'instituting', 'promulgating']
dance : dancing = increase : increasing -> ['decrease', 'increasing', 'boosting', 'increases', 'decreasing']
dance : dancing = invent : inventing -> ['inventing', 'concocting', 'emulating', 'deconstructing', 'reinterpreting']
dance : dancing = jump : jumping -> ['jumping', 'leaping', 'jumps', 'sprinting', 'jumped']
dance : dancing = listen : listening -> ['listening', 'chatting', 'listens', 'listened', 'gossiping']
dance : dancing = look : looking -> ['looking', 'looked', 'looks', 'staring', 'glancing']
dance : dancing = move : moving -> ['moving', 'moves', 'relocating', 'flopping', 'bumping']
dance : dancing = play : playing -> ['playing', 'plays', 'understudying', 'guesting', 'commentating']
dance : dancing = predict : predicting -> ['predicting', 'quantifying', 'estimating', 'predicts', 'simulate']
dance : dancing = read : reading -> ['perusing', 'poring', 'rereading', 'reading', 'perused']
dance : dancing = run : running -> ['running', 'runs', 'co-driving', 'dozing', 'bumping']
dance : dancing = say : saying -> ['quipping', 'intimating', 'muttering', 'hypothesizing', 'exclaiming']
dance : dancing = scream : screaming -> ['sobbing', 'screaming', 'moaning', 'crying', 'giggling']
dance : dancing = see : seeing -> ['seeing', 'picturing', 'presuming', 'intimating', 'despising']
dance : dancing = shuffle : shuffling -> ['shuffling', 'strutting', 'honking', 'rattling', 'hammering']
dance : dancing = sing : singing -> ['singing', 'rapping', 'miming', 'cavorting', 'duetting']
dance : dancing = sit : sitting -> ['sitting', 'lounging', 'sleeping', 'sits', 'sat']
dance : dancing = slow : slowing -> ['slowing', 'sluggish', 'unsteady', 'feverish', 'plodding']
dance : dancing = swim : swimming -> ['swimming', 'paddling', 'kayaking', 'sunbathing', 'rowing']
dance : dancing = think : thinking -> ["''think''", 'hypothesizing', 'daresay', 'belive', 'intimating']
dance : dancing = vanish : vanishing -> ['disappear', 'disappearing', 'vanishes', 'wallowing', 'recede']
dance : dancing = walk : walking -> ['walking', 'jogging', 'walks', 'strolls', 'stroll']
dance : dancing = write : writing -> ['writing', 'scribbling', 'ghostwriting', 'memorizing', 'writting']
dance : dancing = code : coding -> ['codes', 'coding', 'macros', 'identifier', 'formating']
debug : debugging = decrease : decreasing -> ['increase', 'lessening', 'increases', 'decreases', 'lowering']
debug : debugging = describe : describing -> ['describing', 'characterizing', 'characterising', 'conceptualizing', 'enumerating']
debug : debugging = discover : discovering -> ['discovering', 'discovers', 'uncovering', 'learns', 'unearths']
debug : debugging = enhance : enhancing -> ['enhancing', 'boosting', 'impairing', 'augmenting', 'leveraging']
debug : debugging = fly : flying -> ['flies', 'flying', 'flew', 'journeying', 'piloting']
debug : debugging = generate : generating -> ['generating', 'generates', 'outputting', 'synthesizing', 'generated']
debug : debugging = go : going -> ['goes', 'going', 'gone', 'hurrying', 'journeying']
debug : debugging = implement : implementing -> ['implementing', 'instituting', 'automating', 'standardizing', 'formulating']
debug : debugging = increase : increasing -> ['decrease', 'lessening', 'tripling', 'quadrupling', 'increases']
debug : debugging = invent : inventing -> ['inventing', 'devising', 'customizing', 'concocting', 'unpacking']
debug : debugging = jump : jumping -> ['jumping', 'jumps', 'sprinting', 'leaping', 'flopping']
debug : debugging = listen : listening -> ['listening', 'listens', 'listened', 'chatting', 'resorting']
debug : debugging = look : looking -> ['looking', 'looks', 'looked', 'glancing', 'poking']
debug : debugging = move : moving -> ['moves', 'moving', 'relocating', 'retitling', 'retooling']
debug : debugging = play : playing -> ['playing', 'plays', 'understudying', 'soloing', 'guesting']
debug : debugging = predict : predicting -> ['predicting', 'estimating', 'quantifying', 'predicts', 'inferring']
debug : debugging = read : reading -> ['rereading', 'reading', 'perusing', 'glossing', 'watchlisting']
